sup_id,name,full_name,gender,place_of_birth,first_appearance,publisher,alignment,race,height,weight,eye_color,hair_color,occupation,work_base,group_affiliation,relatives,intelligence,strength,speed,durability,power,combat,image_url
655,Thanos,Thanos,Male,Titan,Iron Man #55,Marvel Comics,bad,Eternal,6'7,443 kg,Red,No Hair,"Conqueror, worshiper of Death","Mobile, formerly Sanctuary II, Titan","Zodiac (ally); formerly Infinity Watch, Defenders","A'Lars (father): Sui-San (mother, deceased; Eros (brother);Kronos (paternal Grandfather, deceased); Daina (paternal grandmother, deceased); Zuras (uncle, deceased); Thena (cousin); Gamora (foster daughter);Nebula (alleged granddaughter); Rot (""child"" by Death);",100,100,33,100,100,80,https://www.superherodb.com/pictures2/portraits/10/100/1305.jpg
656,The Cape,Vince Faraday,Male,,The Cape S01E01 (2011),,good,,0 cm,0 kg,,,,,,"Trip Faraday (son), Dana Thompson-Faraday (wife)",38,10,23,32,22,64,https://www.superherodb.com/pictures2/portraits/10/100/1375.jpg
657,The Comedian,Edward Morgen Blake,Male,,"Watchmen #1 (September, 1986)",DC Comics,neutral,Human,6'2,101 kg,Brown,Black,Former Adventurer; Government Agent,New York City,"Formerly Crimebusters, Minutemen","Silk Spectre (Laurel ""Laurie"" Juspeczyk) (daughter)",63,14,17,10,12,80,https://www.superherodb.com/pictures2/portraits/10/100/1062.jpg
658,Thing,Ben Grimm,Male,"New York City, New York","Fantastic Four #1 (November, 1961)",Marvel Comics,good,Human / Radiation,6'0,225 kg,Blue,No Hair,"Adventurer, former Air Force test pilot","Baxter Building, New York City, New York (formerly) Four Freedoms Plaza, Pier Four;","Fantastic Four formerly Avengers West Coast, Unlimited Class Wrestling Federation, Thunderiders","Daniel (father, deceased), Elsie (mother, deceased), Daniel Jr. (brother, deceased), Jacob ('Jake,' uncle), Alyce (aunt, deceased), Pentunia ('Penny,' aunt, Jacob's second wife)",75,84,21,100,38,80,https://www.superherodb.com/pictures2/portraits/10/100/139.jpg
659,Thor,Thor Odinson,Male,Asgard,"Journey into Mystery #83 (August, 1962)",Rune King Thor,good,Asgardian,6'6,288 kg,Blue,Blond,King of Asgard; formerly EMS Technician; Physician,"New York, New York",Avengers,"Odin (father), Gaea (mother), Frigga (step-mother), Loki (step-brother), Vidar (half-brother), Buri (paternal great-grandfather), Bolthorn (maternal great grandfather), Bor (grandfather), Bestla (grandmother), Vili (uncle), Ve (uncle), Sigyn (former sister-in-law), Hela (alleged niece), Jormungand (alleged nephew), Fernis Wolf (alleged nephew)",69,100,83,100,100,100,https://www.superherodb.com/pictures2/portraits/10/100/140.jpg
660,Thor Girl,Tarene,Female,,"Thor, Volume 2, #22; (as Thor Girl) Thor, Volume 2, #33",Marvel Comics,good,Asgardian,5'9,143 kg,Blue,Blond,,"Camp Hammond; FormerlyNew York City, Formerly Asgard",Ally of the Asgardians,,75,83,70,84,100,70,https://www.superherodb.com/pictures2/portraits/10/100/1296.jpg
661,Thunderbird,John Proudstar,Male,"Camp Verde, Arizona",Giant-Size X-Men #1 (1975),Marvel Comics,good,,6'1,101 kg,Brown,Black,"Former adventurer, student, Marine","Xavier's School for Gifted Youngsters, Salem Center, Westchester County, New York","X-Men, formerly US Marine Corp","Unidentified grandfather (deceased), Neal Proudstar (father, deceased), Maria Proudstar (mother, deceased), James Proudstar (Warpath, brother)",50,32,27,32,13,70,https://www.superherodb.com/pictures2/portraits/10/100/611.jpg
662,Thunderbird II,James Proudstar,Male,,,Warpath,good,,0 cm,0 kg,,,,,,,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/927.jpg
663,Thunderbird III,Neal Shaara,Male,Bangladesh,,Marvel Comics,good,,5'9',74 kg,Brown,Black,Adventurer,,"None; formerly X-Men, X-Corporation","Sanjit (brother,deceased)",,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/141.jpg
664,Thunderstrike,Eric Kevin Masterson,Male,,(as Masterson) Thor #391; (as Thor) Thor #432; (as Thunderstrike) Thunderstrike #1,Marvel Comics,good,,6'6,288 kg,Blue,Blond,"(as Thunderstrike) Adventurer, crimefighter, (as Masterson) Architect",,"(At time of death) Avengers; (Formerly) Legion of the Unliving, Thor Corps","Marcy Masterson Steele (wife, divorced), Kevin Masterson (son)",63,80,70,84,42,72,https://www.superherodb.com/pictures2/portraits/10/100/177.jpg
665,Thundra,Thundra,Female,,"Fantastic Four #129 (December, 1972)",Marvel Comics,good,,7'2,158 kg,Green,Red,"Ruler, warrior",Mobile; United Sisterhood Republic of North America,"Lady Liberators; Empress of the Sisterhood; formerly Frightful Four, Fantastic Four, former agent of Roxxon Oil Corporation","Superia (alleged ancestor), Arkon (consort) Lyra (alternate reality daughter)",38,81,32,64,26,54,https://www.superherodb.com/pictures2/portraits/10/100/508.jpg
666,Tiger Shark,Todd Arliss,Male,"Pasadena, California","Sub-Mariner #5 (September, 1968)",Marvel Comics,bad,Human,6'1,203 kg,Grey,No Hair,,,"Villains for Hire, Lethal Legion, Dr. Dorcas; Masters of Evil; Namor's Deep Six; Attuma's Deep Six; Offenders","Diane Newell (sister); Mara (wife, deceased); Walter Newell (brother-in-law);",38,72,46,70,51,28,https://www.superherodb.com/pictures2/portraits/10/100/10047.jpg
667,Tigra,Greer Grant Nelson,Female,Presumably Chicago Illinois USA,The Cat #1,Marvel Comics,good,,5'10,81 kg,Green,Auburn,"Laboratory assistant, model, adventurer, NYC police","New York City, New York USA",Avengers,"Mr. Grant (father), Mrs. Grant (mother, deceased), William Nelson (husband, deceased)",63,32,53,38,33,90,https://www.superherodb.com/pictures2/portraits/10/100/42.jpg
668,Tinkerer,Phineas Mason,Male,,Amazing Spider-Man #2 (1963),Marvel Comics,bad,,5'4,54 kg,Brown,White,Inventor and technician serving the underworld,,,"Deborah Watts Mason (wife, deceased), Rick Mason (aka Agent, son, deceased)",100,10,23,14,10,14,https://www.superherodb.com/pictures2/portraits/10/100/1036.jpg
669,Titan,,Male,,,HarperCollins,good,,0 cm,0 kg,,,,,,,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1154.jpg
670,Toad,Mortimer Toynbee,Male,"York, England","X-Men #4 (March, 1964)",Marvel Comics,neutral,Mutant,5'9,76 kg,Black,Brown,Former criminal,,"198; (formerly) Brotherhood of Evil Mutants, Misfits; (formerly) associate of Gideon, Emma Frost",,50,34,58,56,70,28,https://www.superherodb.com/pictures2/portraits/10/100/1125.jpg
671,Toxin,Patrick Mulligan,Male,New York City,Venom vs. Carnage #1 (2004),Marvel Comics,good,Symbiote,6'2,97 kg,Blue,Brown,Police officer,,Ally of Spider-Man and Black Cat,"Gina Mulligan (wife), Edward Mulligan (son), Mr. Mulligan (father), Mrs. Mulligan (mother), Carnage (""father""), Venom (""grandfather"")",56,73,70,84,82,70,https://www.superherodb.com/pictures2/portraits/10/100/848.jpg
672,Toxin,Eddie Brock,Male,"San Francisco, California",Venom Vol 2 #17,Anti-Venom,good,Symbiote,6'3,117 kg,Black,Blond,"Vigilante; former symbiote hunter, shelter attendant, government operative, journalist for the Daily Globe","New York, New York","Formerly; temporary partner of Agent Venom, Savage Six, Sinister Six, Revengers, former partner of Vengeance, Spider-Man, Scarlet Spider. Volunteer at F.E.A.S.T.","Carl Brock (father, estranged), Janine Brock (mother, deceased), Mary Brock (sister), Ann Weying (ex-wife, deceased), Symbiotes' relatives: Anti-Venom Symbiote (former symbiote, uncle and former brother, deceased), Venom Symbiote (former symbiote, grandfather, former brother), Agony, Phage, Riot, Lasher (uncles, former sons), Scorn (sister, former niece), Carnage (father, former son), Scream (aunt, former daughter, deceased), Hybrid (uncle, former son, deceased)",75,80,42,85,97,70,https://www.superherodb.com/pictures2/portraits/10/100/10494.jpg
673,Tracy Strauss,Tracy Strauss,Female,"Beverly Hills, CA",,NBC - Heroes,good,,0 cm,0 kg,,,"Former aide to Senator Nathan Petrelli, Former Pinehearst consultant, former political adviser to Governor Robert Malden",,,"Niki Sanders (estranged triplet sister, deceased), Barbara (estranged triplet sister), W. Strauss (father), Rebecca Rosenthal (mother)",,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1312.jpg
674,Trickster,Giovanni Giuseppe,Male,,"Flash #113 (July, 1960)",DC Comics,,Human,6'0,81 kg,Blue,Blond,"Special effects designer, con artist",Keystone City,,,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1468.jpg
675,Trigon,,Male,,"New Teen Titans #5 (March, 1981)",DC Comics,bad,God / Eternal,0 cm,0 kg,Yellow,Black,,,,"Belial (son), Ruskoff (son), Suge (son), Raven (daughter)",,99,,,,,https://www.superherodb.com/pictures2/portraits/10/100/10703.jpg
676,Triplicate Girl,Luornu Durgo,Female,,Teen Titans/Legion Special #1,DC Comics,good,,5'6,59 kg,Purple,Brown,,"Earth, 31st century",Legion of Super-Heroes,,63,10,23,42,44,42,https://www.superherodb.com/pictures2/portraits/10/100/1185.jpg
677,Triton,Triton,Male,"Island of Attilan, Atlantic Ocean","Fantastic Four #45 (December, 1965)",Marvel Comics,good,Inhuman,6'2,86 kg,Green,No Hair,,,"Inhuman Royal Family, Universal Inhumans, Royal Guard, New Inhuman Elite; formerly Shi'ar Army Elite Corps & Imperial Guard[citation needed], Namor's Deep Six","Mander, Azur (parents, deceased), Karnak (brother, deceased), Magnar, Zeta (paternal grandparents), Kobar, La (maternal grandparents), Rynda (paternal aunt), Ambur (maternal aunt) ,Black Bolt, Maximus, Medusa, Crystal (cousins)",56,63,50,65,35,55,https://www.superherodb.com/pictures2/portraits/10/100/513.jpg
678,Two-Face,Harvey Dent,Male,,,DC Comics,bad,,6'0,82 kg,,,Reformed criminal; former district attorney,,,"Duela Dent (Daughter), Gilda Dent (Wife), Poison Ivy (Fianc�e), Rachel Dawes (Girlfriend)",88,10,12,14,9,28,https://www.superherodb.com/pictures2/portraits/10/100/802.jpg
679,Ultragirl,Tsu-Zana,Female,,,Marvel Comics,good,,5'6,105 kg,Blue,Blond,Model,,"Initiative, New Warriors",Toby Sherman (father),50,80,35,70,35,80,https://www.superherodb.com/pictures2/portraits/10/100/1295.jpg
680,Ultron,Ultron,Male,"Created in Cresskill, New Jersey","Avengers #54 (July, 1968)",Marvel Comics,bad,Android,6'9,331 kg,Red,,"Mass murderer, scientist, would-be world conqueror, ruler of Phalanx",,"Phalanx; formerly Sons of Yinsen, Lethal Legion, Masters of Evil","Hank Pym (Yellowjacket, creator, ""father""), Janet Van Dyne (Wasp, regarded by Ultron as ""mother"" due to marriage to Pym), Jocasta (creation, former mate), Alkhema (creation, former mate, deactivated), Vision (creation, ""son""), Victor Mancha (creation, son), Rex (creation, pet, deactivated), Robos & Bio-Synthezoids (creations of Alkhema, ""grandchildren"";, destroyed); Simon Williams (Wonder Man), Eric Williams (Grim Reaper) & Wanda Maximoff (Scarlet Witch), all regarded by Ultron as part of his ""extended family"" due to their familial connections with the Vision",88,83,42,100,100,64,https://www.superherodb.com/pictures2/portraits/10/100/1339.jpg
681,Utgard-Loki,,Male,Jotunheim,,Marvel Comics,bad,Frost Giant,50'0,58 tons,Blue,White,Monarch,,Giants of Jotunheim,,50,80,23,84,85,64,https://www.superherodb.com/pictures2/portraits/10/100/1484.jpg
682,Vagabond,Priscilla Lyons,Female,,"(as Lyons) CAPTAIN AMERICA #325, (as Vagabond) CAPTAIN AMERICA #342",Marvel Comics,good,,5'6',54 kg,Blue,Strawberry Blond,Adventurer,Mobile,Former partner of Nomad,Phil (brother),,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/145.jpg
683,Valerie Hart,,Female,"East Coast, Canada",Team Epic Episode 101,Team Epic TV,good,,5'9,56 kg,Hazel,Black,"Vigilante, Superhero",Toronto,Team Epic,,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1004.jpg
684,Valkyrie,Brunnhilde (also spelled Brunnhilda),Female,Presumably Asgard,"(Enchantress in Valkyrie's form) AVENGERS #87, (Samantha Parrington in Valkyrie's form) INCREDIBLE HULK #142, (Brunnhilde in Barbara Norriss's body) DEFENDERS #3, (Brunnhilde in her own body) DEFENDERS #109",Marvel Comics,good,,6'3',214 kg,Blue,Blond,"Chooser of the Slain, Adventurer","Asgard, later New York City area, later Defenders Mansion, Colorado.","Gods at Asgard, Valkyrior, Defenders",,,94,,,,,https://www.superherodb.com/pictures2/portraits/10/100/147.jpg
685,Vanisher,,Male,"Boston, Massachusetts",X-Men (Vol 1) #2,Marvel Comics,bad,,5'5,79 kg,Green,No Hair,"Professional criminal, former subversive","former) Factor Three headquarters, Europe; Beat Street Club, New York City","(former) Outer Circle of Enforcers II, Factor Three, Fallen Angels",,63,10,75,56,61,42,https://www.superherodb.com/pictures2/portraits/10/100/1105.jpg
686,Vegeta,Vegeta,Male,,Dragon Ball #17,Shueisha,bad,Saiyan,5'6,73 kg,,Black,,,,,81,100,92,95,100,100,https://www.superherodb.com/pictures2/portraits/10/100/1206.jpg
687,Venom,Eddie Brock,Male,"New York, New York","(as alien costume) Secret Wars #8, (behind the scenes) Web of Spider-Man #18, (actual appearance) Amazing Spider-Man #300",Anti-Venom,bad,Symbiote,6'3,117 kg,Blue,Strawberry Blond,"Vigilante; former journalist for the Daily Globe, government operative","New York, New York",Sinister Six (formerly),"Eddie Brock: Carl Brock (father), Jamie Brock (mother), Anne Weying (She-Venom, ex wife, deceased); Venom symbiote: Carnage (bonded to Cletus Kasidy, 1st generation offspring), five forced offspring - one independant (bonded to Donna, last name unrevealed, 1st generation offspring), four forming a composite symbiote (Hybrid (bonded to Scott Washington, 1st generation offspring), Toxin (bonded to Patrick Mulligan, 2nd generation offspring)",75,57,65,84,86,84,https://www.superherodb.com/pictures2/portraits/10/100/22.jpg
688,Venom II,Angelo Fortunato,Male,,Marvel Knights Spider-Man #7 (2005),Marvel Comics,bad,,5'9,50 kg,Brown,Black,,,,"Vincente Paolo Fortunato (father), unidentified mother (deceased), Giacomo Fortunato (Jimmy-Six, brother), Anna Fortunato (sister), Mary Fortunato (sister-in-law), James Fortunato (nephew), other unidentified neices or nephews",50,57,47,70,54,56,https://www.superherodb.com/pictures2/portraits/10/100/1124.jpg
689,Venom III,MacDonald Gargan,Male,,(As Gargan) Amazing Spider-Man #19 (1964); (as Scorpion) Amazing Spider-Man #20 (1965); (as Venom) Marvel Knights: Spider-Man #10 (2005),Scorpion,bad,Symbiote,7'6,334 kg,Brown,Brown,"Government operative; former professional criminal, private eye",,"Thunderbolts; formerly (as Scorpion) Masters of Evil, ""Spider-Man Revenge League""; (as Venom) Sinister Twelve",,63,73,35,90,73,56,https://www.superherodb.com/pictures2/portraits/10/100/1042.jpg
690,Venompool,Wade Wilson,Male,,"What If? Iron Man: Demon in an Armor #1 (February, 2011)",Deadpool,,Symbiote,7'5,0 kg,,,Conqueror; Adventurer,,,,69,57,63,100,100,100,https://www.superherodb.com/pictures2/portraits/10/100/10618.jpg
691,Vertigo II,,Female,The Savage Land,MARVEL FANFARE #1,Blaquesmith,good,,5'6',52 kg,Blue,Silver,Assassin,"Formerly the Savage Land, now mobile","Former member of the Savage Land Mutates, later a member of the Marauders",,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/149.jpg
692,Vibe,Cisco Ramon,Male,,The New 52: FCBD Special Edition #1,DC Comics,good,Human,5'10,71 kg,Brown,Black,,,,"Rapture (Armando Ramon, brother), Dante Ramon (brother)",50,10,17,30,99,30,https://www.superherodb.com/pictures2/portraits/10/100/10509.jpg
693,Vindicator,Heather Hudson,Female,"Calgary, Alberta, Canada","X-Men #139 (November, 1980)",Vindicator II,good,Human,5'5,54 kg,Green,Red,"former secretary, researcher","Ottawa, Canada",Alpha Flight,"Guardian, husband",63,63,53,64,58,70,https://www.superherodb.com/pictures2/portraits/10/100/150.jpg
694,Vindicator,Dr. James McDonald Hudson,Male,,,Marvel Comics,good,,0 cm,0 kg,,,,,,,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/530.jpg
695,Violator,,Male,,"as Clown (Spawn #1), as Violator (Spawn #2)",Image Comics,bad,,0 cm,0 kg,,,,,,,,53,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1064.jpg
696,Violet Parr,Violet Parr,Female,,"The Incredibles (Movies, 2004)",Dark Horse Comics,good,Human,4'6,41 kg,Violet,Black,,,"Incredible Family, National Supers Agency","Robert Parr (Mr Incredible, father), Helen Parr (Elastigirl, mother), Dashiel Parr(Dash, brother), Jack-jack (brother)",56,9,13,50,79,15,https://www.superherodb.com/pictures2/portraits/10/100/825.jpg
697,Vision,Vision,Male,,"Avengers Vol.1 #57, Young Avengers # 4",Anti-Vision,good,Android,6'3,135 kg,Gold,No Hair,,"Mobile. Formerly Avengers Mansion, New York City and Avengers Compound","Young Avengers, formerly; Avengers, West Coast Avengers, Defenders, Queen's Vengeance","Wanda Maximoff (Scarlet Witch, ex-wife), Thomas Shepherd (Speed, son), William Kaplan (Wiccan, son), Ultron (""father""), Henry Pym (Ant-Man, ""grandfather""), Pietro Maximoff (Quicksilver, ex-brother-in-law), Erik Magnus Lensher (Magneto, ex-father-in-law), Jocasta (fellow creation, ""sister""), Simon Williams (Wonder Man, ""brother""), Victor Mancha (fellow creation, half brother), Alkhema (fellow creation, ""stepmother"")",100,72,54,95,100,70,https://www.superherodb.com/pictures2/portraits/10/100/532.jpg
698,Vision II,Vision,,Place of birth unknown,Avengers (Vol. 1) #57,Anti-Vision,good,,6'3',135 kg,Red,No Hair,Adventurer,"Avengers Mansion, New York City",Avengers,,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/151.jpg
699,Vixen,Mari McCabe,Female,Zambesi,"Action Comics #521 (July, 1981)",DC Comics,good,Human,5'9,63 kg,Amber,Black,Former Model,,"Formerly Suicide Squad, Checkmate, Ultramarines, Birds of Prey, Justice League of America","Reverend Richard Jiwe (father, deceased), Jeanne-Mari Jiwe (mother, deceased), General Mustapha Maksai (uncle, deceased), Tantu (ancestor)",50,38,50,50,62,25,https://www.superherodb.com/pictures2/portraits/10/100/10109.jpg
700,Vulcan,Gabriel Summers,Male,,,Marvel Comics,good,,0 cm,0 kg,Black,Black,,,Formerly X-Men,"Philip Summers (grandfather), Deborah Summers (grandmother), Christopher Summers (Father), Katherine Anne Summers (Mother), Scott Summers (Cyclops, brother), Alexander Summers (Havok, brother), Jean Grey-Summers (Phoenix, sister-in-law, deceased), Madelyne Pryor-Summers (ex-sister-in-law, deceased), Nathan Christopher Summers (Cable, nephew), Aliya Jenskot (niece-in-law, deceased), Tyler Dayspring (Genesis, grandnephew, deceased), Stryfe (clone nephew, deceased), Rachel Summers (Marvel Girl, alternate timeline niece)",,56,,,,,https://www.superherodb.com/pictures2/portraits/10/100/854.jpg
701,Vulture,Adrian Toomes,Male,"Staten Island, New York City",Amazing Spider-Man #2,Marvel Comics,bad,Human,5'11,79 kg,Brown,No Hair,Professional criminal; formerly electronics engineer,,"Formerly Sinister Twelve, Sinister Six","Marcus (brother, possibly deceased), Malachi Toomes (nephew, deceased), Valeria Toomes (daughter), unnamed son, Ramona (daughter-in-law), unnamed grandson",75,22,42,25,26,30,https://www.superherodb.com/pictures2/portraits/10/100/1031.jpg
